id,blockNumber,logIndex,indexer,tokens,subgraphDeploymentID,allocationID,delegationFees,epoch,type
0x84e65039ffdc33fac91af82c0b03409f5cfb77db4b2fa89becf247955d4db4ab-199,11526528,199,0x48b5687f0595e2a4d581dc72305fbae214345d07,0,0x31edcacc9a53bc8ab4be2eeb0d873409da4c4228cb2d60e4243bd3b4e8af7500,0x5181b6888f7e8d52ab800c4fea101f8e60d48771,0,12,rebateClaimeds
0x75e4e74ebee80c082a178c77649a401aed19a6f394218d26cb05013029d6f5eb-314,11526529,314,0xbf4af02f7855c7ead52d037349b7a76e48ed47a9,0,0x31edcacc9a53bc8ab4be2eeb0d873409da4c4228cb2d60e4243bd3b4e8af7500,0xc666b9c0653e405cb30d535bdb8483880d3366f8,0,12,rebateClaimeds
0x785a707edacd690b67a2940d247cf58346854186e83a56d8bd0f8664e055b896-312,11526529,312,0x8e297141f9dc76f4d71741da1a1e47294cf0fde2,0,0x31edcacc9a53bc8ab4be2eeb0d873409da4c4228cb2d60e4243bd3b4e8af7500,0xf49e81e03e3ee783dc28301d31b175cb2539d5fe,0,12,rebateClaimeds
0xc973a829eee8f98f818bcdc76184964dbdc3a196f49c894fab231a8b435a71d6-313,11526529,313,0x7ab4cf25330ed7277ac7ab59380b68eea68abb0e,0,0x31edcacc9a53bc8ab4be2eeb0d873409da4c4228cb2d60e4243bd3b4e8af7500,0xb9ea968ea1cdf85bf2390e7703270e1f75168058,0,12,rebateClaimeds
0x81908ee6d4250947432f3845848c47fe2036f78d7218fa993c06b7bd130afd28-55,11526530,55,0xb438830f11820a5e9cdde1363bc49bde2da67f1f,0,0x31edcacc9a53bc8ab4be2eeb0d873409da4c4228cb2d60e4243bd3b4e8af7500,0x3c3ed026dd0d7105454a9676584140d09c2afc43,0,12,rebateClaimeds
0xd7374e45a7b2efd88796b7dbecb9f479bd4c486f376e2183b706d9bb88b2b3ab-27,11526530,27,0x45874192929530cd4e3dd0624df05bee3c13974f,0,0x31edcacc9a53bc8ab4be2eeb0d873409da4c4228cb2d60e4243bd3b4e8af7500,0xeafb8fbd21a2e4cbb8bc95234b3b952197ef4f86,0,12,rebateClaimeds
0xf07274b1bc171e3ec4da13c3ed0c19c5ce41402e6e1def16a8da6718001c01f3-247,11526532,247,0x62a0bd1d110ff4e5b793119e95fc07c9d1fc8c4a,0,0x31edcacc9a53bc8ab4be2eeb0d873409da4c4228cb2d60e4243bd3b4e8af7500,0x21b074c990d5ca781bb13b2161bad5f481ce3504,0,12,rebateClaimeds
0x06e43ca0af20f1f8b38c8e5960f113183ddd4a5c24ee3a8bc4a7e2a943deb127-285,11526534,285,0x4fedde33607cfda2c82a999accb427d1170987d9,0,0x31edcacc9a53bc8ab4be2eeb0d873409da4c4228cb2d60e4243bd3b4e8af7500,0x34e762c600ec4c680b3760aa5761add42d814d16,0,12,rebateClaimeds
0xde7fae2ab3a70629c036edaf4e13a4776f78b72a19ad02dd9d6318688ff633dd-283,11526536,283,0x4fedde33607cfda2c82a999accb427d1170987d9,0,0x31edcacc9a53bc8ab4be2eeb0d873409da4c4228cb2d60e4243bd3b4e8af7500,0xbfb7d6c35092a143f69c3c5dfa31ef3d2db80450,0,12,rebateClaimeds
0xa56a1ce5dc7a017c193b1c9b31ca28823b2eb06e640103ef84be5252d3cfbe5c-55,11526537,55,0x62a0bd1d110ff4e5b793119e95fc07c9d1fc8c4a,0,0x31edcacc9a53bc8ab4be2eeb0d873409da4c4228cb2d60e4243bd3b4e8af7500,0x4dede41c1cfbaaf990e736039a0ebe1001073f7c,0,12,rebateClaimeds
0xf70f7bda34e88ef696dda7e2d18fdfdeff57562b98aad507400290e8a45a97aa-122,11526538,122,0x62a0bd1d110ff4e5b793119e95fc07c9d1fc8c4a,0,0x31edcacc9a53bc8ab4be2eeb0d873409da4c4228cb2d60e4243bd3b4e8af7500,0x7901c76b0ce0db5b3f3e96535b70a7550adcb423,0,12,rebateClaimeds
0x62fa222d264c533f3126459c1cbd8b4cf1df4975faebdf53c876cde3c624d5b5-97,11526539,97,0x62a0bd1d110ff4e5b793119e95fc07c9d1fc8c4a,0,0x31edcacc9a53bc8ab4be2eeb0d873409da4c4228cb2d60e4243bd3b4e8af7500,0xd60a65b8f4b5083a9b8a26775bbf1da7f53c7eae,0,12,rebateClaimeds
0x867486dfe9e45ba9962e684e69e66fc910241bbd35d7e6539de0bab14c6dd954-188,11526541,188,0x62a0bd1d110ff4e5b793119e95fc07c9d1fc8c4a,0,0x31edcacc9a53bc8ab4be2eeb0d873409da4c4228cb2d60e4243bd3b4e8af7500,0xf8b45c394d4661d0eacddc5c6263304398396402,0,12,rebateClaimeds
0x68afb0925844bb860825f847bc492057ec63fcbbb693d9bbf2a6801404e84bae-294,11533167,294,0x9238584c74e5fa445a8f72a4d4ef4699dd783852,0,0x31edcacc9a53bc8ab4be2eeb0d873409da4c4228cb2d60e4243bd3b4e8af7500,0x0f910ad9887ba425324560d363f22c019dba6737,0,13,rebateClaimeds
0x8e1cdceb00a0e30e7f7f10170b31014ac5577c0c4a755757babf1da060f8c879-298,11533167,298,0x72acbecf3013d7b27421185d3bf369520bf552c8,0,0x31edcacc9a53bc8ab4be2eeb0d873409da4c4228cb2d60e4243bd3b4e8af7500,0xbc79aad28ed4287467ee215b04653673fc208f4e,0,13,rebateClaimeds
0xf60825877ea06246fabe04ea5bcae4bb306b486dcb0fefbcd26dc2218b90a5ed-292,11533167,292,0x6879bbfcff0e54e62b899681ea52e74bd9b29fe4,0,0x31edcacc9a53bc8ab4be2eeb0d873409da4c4228cb2d60e4243bd3b4e8af7500,0x2d492b38535d7a507c38ba9652799934ff65e625,0,13,rebateClaimeds
0x9115423b1366b375095326a1995b6561d652c39837797e05cf84c2fcda6e62c8-284,11533168,284,0x720a98087160bfdb282f695abe6f9ac966b03d43,0,0x31edcacc9a53bc8ab4be2eeb0d873409da4c4228cb2d60e4243bd3b4e8af7500,0x81e5cfb11e12b86585bb798d7b4f83c5562c633a,0,13,rebateClaimeds
0xb03369bbad109d5cfd1289be06c48ac4fd093b6ccd3e298b89e76f69dffafc37-110,11533168,110,0x4167eb613d784c910f5dc0f3f0515d61ec6ec8df,0,0x31edcacc9a53bc8ab4be2eeb0d873409da4c4228cb2d60e4243bd3b4e8af7500,0xdcd589cb5e1f6d93e41d51d2a21cde56d3077b0a,0,13,rebateClaimeds
0xd1bf0666f6fab27744095df1989391038128e72138712f5483a9da49f5fd2f91-126,11533168,126,0x9238584c74e5fa445a8f72a4d4ef4699dd783852,0,0x31edcacc9a53bc8ab4be2eeb0d873409da4c4228cb2d60e4243bd3b4e8af7500,0x17c5ac0434104af6cc2e78e45c1ff857f216d916,0,13,rebateClaimeds
0xf9ce88df0be80ebb0a2cc0e8fcdeb96ac00b1ef9d8bcc168f380f4afbae9412a-290,11533168,290,0x7ed9d36539f349808c42187ed4e1753d5947db7a,0,0x31edcacc9a53bc8ab4be2eeb0d873409da4c4228cb2d60e4243bd3b4e8af7500,0x1ffb989eb8e4a41344302491036e655d6b5fa66f,0,13,rebateClaimeds
0x0b8aa2fd37bb69718f57fe60c238ddda36a868625359ff5d60023a0fbe7ba544-248,11533169,248,0x7ed9d36539f349808c42187ed4e1753d5947db7a,0,0x31edcacc9a53bc8ab4be2eeb0d873409da4c4228cb2d60e4243bd3b4e8af7500,0x8daf646d2c1f313a4674c8e03b4ad1fa0bda5633,0,13,rebateClaimeds
0x15c3f3bea5dc0c8fc6b67a0560aa3756801d5aec49df5464b464b641de2800ff-145,11533169,145,0x6879bbfcff0e54e62b899681ea52e74bd9b29fe4,0,0x31edcacc9a53bc8ab4be2eeb0d873409da4c4228cb2d60e4243bd3b4e8af7500,0x6930a3a2d3837064f81f074a7de8c2a55b8fa906,0,13,rebateClaimeds
0x45b94b175577c3f46f9226cd72bbc795e810f062ca57961b212687c9c6d3e36f-155,11533169,155,0x9238584c74e5fa445a8f72a4d4ef4699dd783852,0,0x31edcacc9a53bc8ab4be2eeb0d873409da4c4228cb2d60e4243bd3b4e8af7500,0x40211681263f0739134df0b0847b1c301b99bd36,0,13,rebateClaimeds
0x70568327d1ead3ed123f4493d4ad634a87b12fc6d3597c70cfdd00e3d65a1136-247,11533169,247,0x03db85e86779febdd96d96ba43ac48382fb1a88d,0,0x31edcacc9a53bc8ab4be2eeb0d873409da4c4228cb2d60e4243bd3b4e8af7500,0x1c5c61676d75999782106e019a41c10bf5a6a358,0,13,rebateClaimeds
0x7960c55f2133ca45f01b3f602462a1fe3f85deaabfe01d63388fb0e4c3f5e571-211,11533169,211,0x7ab4cf25330ed7277ac7ab59380b68eea68abb0e,0,0x31edcacc9a53bc8ab4be2eeb0d873409da4c4228cb2d60e4243bd3b4e8af7500,0x3303011d4f7d210e94ccb75530b773be55295b26,0,13,rebateClaimeds
0x9a5568de3fb412e071c111185259f5d779dec8ef19c728a7ba2d17c2f9961a44-154,11533169,154,0x48b5687f0595e2a4d581dc72305fbae214345d07,0,0x31edcacc9a53bc8ab4be2eeb0d873409da4c4228cb2d60e4243bd3b4e8af7500,0xa549c3058cc82fa67e10bfead4e94d439914087b,0,13,rebateClaimeds
0xcb6e284190b1252f8f516ddf2816232bcb053852ecf31750efd9d60f7bd43247-212,11533169,212,0xbf4af02f7855c7ead52d037349b7a76e48ed47a9,0,0x31edcacc9a53bc8ab4be2eeb0d873409da4c4228cb2d60e4243bd3b4e8af7500,0x86ab6e3fee0aab787894db1246670d64c673d101,0,13,rebateClaimeds
0xe6f37b1042730d21999633a512fd153119e479860355d15f89b5c14c79a0b757-220,11533169,220,0xd7205e8054a6778e383d9afde80fd702db41c7fd,0,0x31edcacc9a53bc8ab4be2eeb0d873409da4c4228cb2d60e4243bd3b4e8af7500,0x13fa5786bdb48c91d799287248b69f001723c4d6,0,13,rebateClaimeds
0x1b41a21eab7905f6bf58e2a4b5a45cbeecd39d3fece07edd87d903d19754fbf7-88,11533170,88,0x9238584c74e5fa445a8f72a4d4ef4699dd783852,0,0x31edcacc9a53bc8ab4be2eeb0d873409da4c4228cb2d60e4243bd3b4e8af7500,0x7774be53a76e9ab4ffa31808de34d88c45f2fa67,0,13,rebateClaimeds
0x3f064fcf6c82c083d7d7833768ad2f274a99083d9cb864b0de7624a2a861b24e-115,11533170,115,0x03db85e86779febdd96d96ba43ac48382fb1a88d,0,0x31edcacc9a53bc8ab4be2eeb0d873409da4c4228cb2d60e4243bd3b4e8af7500,0x2163097f7aff3b44987d206250210d8beb95354d,0,13,rebateClaimeds
0x4ebae8c1ee298f13138b129d8c9f7d0e9549f90f24faa58808ca33d8ba406b09-114,11533170,114,0xbe9d7c691792937ca7e2535652886ff390cc5b86,0,0x31edcacc9a53bc8ab4be2eeb0d873409da4c4228cb2d60e4243bd3b4e8af7500,0xdd65798602068242c10fd6542260c68929adda61,0,13,rebateClaimeds
0x9a234f9bbb9502e54adc914b7199245ee00526726dfbd3f579cdc6d9572f8fca-113,11533170,113,0x7ab4cf25330ed7277ac7ab59380b68eea68abb0e,0,0x31edcacc9a53bc8ab4be2eeb0d873409da4c4228cb2d60e4243bd3b4e8af7500,0x344ca9d6259079af198866f57f964f02d9b24b7e,0,13,rebateClaimeds
0x1d4070322ce11f0b8c62550a64c73f14176d7d5ae8fc70007aefc5a83f12ef89-176,11533171,176,0x6879bbfcff0e54e62b899681ea52e74bd9b29fe4,0,0x31edcacc9a53bc8ab4be2eeb0d873409da4c4228cb2d60e4243bd3b4e8af7500,0xdf8e20632278c3429f5e51726735768c3b514c25,0,13,rebateClaimeds
0x9d2773d7f474d8212259d527799d385c5a1835192d9d009cdc3e2fc82b2c3bd6-177,11533171,177,0x9238584c74e5fa445a8f72a4d4ef4699dd783852,0,0x31edcacc9a53bc8ab4be2eeb0d873409da4c4228cb2d60e4243bd3b4e8af7500,0x7aad7734a8ab84b68a9c78390c8290d4e2c2a08d,0,13,rebateClaimeds
0x0158ca329de7fae41ad271834cb3e05a04cc772f4c96c2dfb05eb1179a8ed8b3-204,11533172,204,0x039b47ea916783f78d943d94de700a17f40ae6d4,0,0x31edcacc9a53bc8ab4be2eeb0d873409da4c4228cb2d60e4243bd3b4e8af7500,0x9c1b8f4a731607672fcb5e891bd44925a93e3d22,0,13,rebateClaimeds
0x15335ca3243121ad1f45d11f5ad77935c2924997984ddb82c4b7414a3c52ec07-169,11533172,169,0x7ab4cf25330ed7277ac7ab59380b68eea68abb0e,0,0x31edcacc9a53bc8ab4be2eeb0d873409da4c4228cb2d60e4243bd3b4e8af7500,0xa14edb298bdba89ba82ab8b24400f5eed78ea073,0,13,rebateClaimeds
0x2ba9abac60dd5fdb076033c41229a2bd83f4664d7d8fda812960370231e3c1c6-170,11533172,170,0xbf4af02f7855c7ead52d037349b7a76e48ed47a9,0,0x31edcacc9a53bc8ab4be2eeb0d873409da4c4228cb2d60e4243bd3b4e8af7500,0xd574afa4849537863d9b172cba53e2db53504e1c,0,13,rebateClaimeds
0x2f06fa0a70a53716b4f42b511dbdae9b73813c7ef1daf3eb0d97949994275ce6-168,11533172,168,0x8e297141f9dc76f4d71741da1a1e47294cf0fde2,0,0x31edcacc9a53bc8ab4be2eeb0d873409da4c4228cb2d60e4243bd3b4e8af7500,0x5b8882cda741d582be8a9756848c78376362bd6d,0,13,rebateClaimeds
0x31e49c9380a54d2884b96c984b9982cf508982ab0acc7cf149f61629fc091747-189,11533172,189,0xb438830f11820a5e9cdde1363bc49bde2da67f1f,0,0x31edcacc9a53bc8ab4be2eeb0d873409da4c4228cb2d60e4243bd3b4e8af7500,0x270f856f7f90c48c7677a002c03a0f35f520867c,0,13,rebateClaimeds
0x4385551953e31aad6e06958130976db7ac1097515e8eae8a555097c2396c8ec3-86,11533172,86,0xa3276e7ab0a162f6a3b5aa6b3089accbaa65d12e,0,0x31edcacc9a53bc8ab4be2eeb0d873409da4c4228cb2d60e4243bd3b4e8af7500,0x6d1082fdf0dc615d7377c5999ca6f3f991054e43,0,13,rebateClaimeds
0x44c8a319a6ead1fced81980211f8b184b5301d7c0121c618c4928813feec3cf6-84,11533172,84,0x55f3dcdaf0b73f7f0c761a9070d8865f37986e2c,0,0x31edcacc9a53bc8ab4be2eeb0d873409da4c4228cb2d60e4243bd3b4e8af7500,0x0679d28fc2899345248676a587a2c01767dcdab1,0,13,rebateClaimeds
0x4a0b43efaecf3fee62eaf664b6682c692eb276c492c8d01a05e930236e11e34c-194,11533172,194,0xbfe2a198cb0cdfb50fb03cd932c7387ddb0d25aa,0,0x31edcacc9a53bc8ab4be2eeb0d873409da4c4228cb2d60e4243bd3b4e8af7500,0x964fa7aa391b5b8f5f0fbd476b529054d0d1a81e,0,13,rebateClaimeds
0x5692a5234117b78420cabb87abd0e4b6c3c16c8a6a516cf76850761bb4ba465d-91,11533172,91,0x6879bbfcff0e54e62b899681ea52e74bd9b29fe4,0,0x31edcacc9a53bc8ab4be2eeb0d873409da4c4228cb2d60e4243bd3b4e8af7500,0xeba0d5ce2d57049d0993c8bea380a7da0bb9bdb6,0,13,rebateClaimeds
0x5808085752ea3b20d83859a07b4c34f57db0faf13fcd50a01a20227c6ab23d89-90,11533172,90,0x9238584c74e5fa445a8f72a4d4ef4699dd783852,0,0x31edcacc9a53bc8ab4be2eeb0d873409da4c4228cb2d60e4243bd3b4e8af7500,0x9120ff98bbaf164edee90968d8c9d4b98ca5ed71,0,13,rebateClaimeds
0x705fecf208068e6d4eb36461a26e4259c529a47a64af47e8ed4121f0b2cab64f-192,11533172,192,0x7ed9d36539f349808c42187ed4e1753d5947db7a,0,0x31edcacc9a53bc8ab4be2eeb0d873409da4c4228cb2d60e4243bd3b4e8af7500,0xbe514a2b652182bf9373d0419c17de1017001613,0,13,rebateClaimeds
0xb29bd1fe46780534b0d209875e4fa91a2cb05a979fbb823c73f522826491c422-171,11533172,171,0x03db85e86779febdd96d96ba43ac48382fb1a88d,0,0x31edcacc9a53bc8ab4be2eeb0d873409da4c4228cb2d60e4243bd3b4e8af7500,0x6afe18fbc43b2dfe8a0322549f3b2ed0d574e894,0,13,rebateClaimeds
0xcb5a251b36f9e9c5a14032b6eb18479efc50a7fb3c077dcf6425e21c265f8db6-82,11533172,82,0xf3f182e859f789af8d6c2223d15c691471c79a2b,0,0x31edcacc9a53bc8ab4be2eeb0d873409da4c4228cb2d60e4243bd3b4e8af7500,0x5478349d7093e8df737d9e4f561e95cdc9aa79fa,0,13,rebateClaimeds
0xcc2ac5c8220173d13cd00ba24e1e19523f607a1fbaa0e01b1bdf4b1a24436f2a-172,11533172,172,0x45874192929530cd4e3dd0624df05bee3c13974f,0,0x31edcacc9a53bc8ab4be2eeb0d873409da4c4228cb2d60e4243bd3b4e8af7500,0xb8cff7a4c710366609ef4c612fc760939c554487,0,13,rebateClaimeds
0xe89ae0141b5244db3b05bea1321133e3089e051eff9232267b5dac122f89b375-87,11533172,87,0x7697a886fc3b71a8a88487019337a6bbe5838f1a,0,0x31edcacc9a53bc8ab4be2eeb0d873409da4c4228cb2d60e4243bd3b4e8af7500,0xca301ac13ee20d09fdaf425f9caddc948d2d2238,0,13,rebateClaimeds
0xedd0660a7239f61cc041e130ccd034d01b672df46bb9aef31989c94142a60f63-193,11533172,193,0xd7205e8054a6778e383d9afde80fd702db41c7fd,0,0x31edcacc9a53bc8ab4be2eeb0d873409da4c4228cb2d60e4243bd3b4e8af7500,0xd8976142ccbacecefdf68a8af287b1daf7e9a015,0,13,rebateClaimeds
0xfa3d75112d466aaac1404d3656fee7aa501087bfdf114323c730a46c54f6be67-85,11533172,85,0xc36157756ea4838cf882edab9dd94325c38f2edc,0,0x31edcacc9a53bc8ab4be2eeb0d873409da4c4228cb2d60e4243bd3b4e8af7500,0x581b4fe53a530df3909b754f33eb6c4f852aafa8,0,13,rebateClaimeds
0x2b94ffcac51eba93d82270af3b73f630739e46e9a47b97a76e95973f1f8d206e-134,11533173,134,0x55f3dcdaf0b73f7f0c761a9070d8865f37986e2c,0,0x31edcacc9a53bc8ab4be2eeb0d873409da4c4228cb2d60e4243bd3b4e8af7500,0x391c18e44b0fd36c8cf5325706903fafd5942d62,0,13,rebateClaimeds
0x2faf232682d2ecf60645fe4750993e92881c5645cf251c38006de239108c77fc-126,11533173,126,0x19fbac0891042be71ce60321a17720358575f580,0,0x31edcacc9a53bc8ab4be2eeb0d873409da4c4228cb2d60e4243bd3b4e8af7500,0x557eff2178e5de80572403dff326ee26b0bcd83b,0,13,rebateClaimeds
0x39791ff1c10d4e28ef00aa92596f4ddde839c76f6d67ed6062cd136e36ac9a69-137,11533173,137,0x27ac40b9198659ce99eef1890d853a40560c9425,0,0x31edcacc9a53bc8ab4be2eeb0d873409da4c4228cb2d60e4243bd3b4e8af7500,0x20813866cffc0154770ef4711d38186c851d6a91,0,13,rebateClaimeds
0x42cb1519b64d7130ecb317fcb007b19aa428d3f695a7edce2f351af33d295c20-260,11533173,260,0xb438830f11820a5e9cdde1363bc49bde2da67f1f,0,0x31edcacc9a53bc8ab4be2eeb0d873409da4c4228cb2d60e4243bd3b4e8af7500,0xa4768c36f706df8943d201d69a9c95752c5eef9a,0,13,rebateClaimeds
0x646878d06a32b5bbfae5e118f0e58f497c88d40601e07fda6151a9d61214046e-139,11533173,139,0xf3f182e859f789af8d6c2223d15c691471c79a2b,0,0x31edcacc9a53bc8ab4be2eeb0d873409da4c4228cb2d60e4243bd3b4e8af7500,0xd1a59da7a6048b3caf17066db92b99be1131e97f,0,13,rebateClaimeds
0x6666f29adc1fce0bc019e8a218dde4bc16dca46eb062cc510d721c8782d0670b-127,11533173,127,0xc36157756ea4838cf882edab9dd94325c38f2edc,0,0x31edcacc9a53bc8ab4be2eeb0d873409da4c4228cb2d60e4243bd3b4e8af7500,0x7cb40127eb917c22688f4d24d1e62cfd76d445c0,0,13,rebateClaimeds
0x77f21e4bbd65f7f91c2baa07c84c80ea321e474be9744ba8c655c536861ba813-262,11533173,262,0x45874192929530cd4e3dd0624df05bee3c13974f,0,0x31edcacc9a53bc8ab4be2eeb0d873409da4c4228cb2d60e4243bd3b4e8af7500,0xc53015efab1b3a05db1a175c78cb85ef9d707d26,0,13,rebateClaimeds
0x857aeb4f3b50a18a54351e206f27b09b892bc5d299c00fd517a1a31addfae0c8-135,11533173,135,0x9238584c74e5fa445a8f72a4d4ef4699dd783852,0,0x31edcacc9a53bc8ab4be2eeb0d873409da4c4228cb2d60e4243bd3b4e8af7500,0x9b2e646b9b999c562ff4fdd086985b07c1c179df,0,13,rebateClaimeds
0xc08b485e962b7d1da120c64cecab05493e6276b1d3108fb887175be0eae711f8-253,11533173,253,0x03db85e86779febdd96d96ba43ac48382fb1a88d,0,0x31edcacc9a53bc8ab4be2eeb0d873409da4c4228cb2d60e4243bd3b4e8af7500,0x880f352b1a5bbf762687d0c4a12a9310f36ea41d,0,13,rebateClaimeds
0xd49413b109415f1097014600dd05006868bd9e2c70f87e4e0bf19e114075007a-259,11533173,259,0x8e297141f9dc76f4d71741da1a1e47294cf0fde2,0,0x31edcacc9a53bc8ab4be2eeb0d873409da4c4228cb2d60e4243bd3b4e8af7500,0xb782bab00ceacf89413b57342de65c3b5e1e8058,0,13,rebateClaimeds
0xe950598c7c968cf901940fed53ebfea52c4316f4c63c173886d434cddbb7ea9c-261,11533173,261,0x7ab4cf25330ed7277ac7ab59380b68eea68abb0e,0,0x31edcacc9a53bc8ab4be2eeb0d873409da4c4228cb2d60e4243bd3b4e8af7500,0xdd05d8475fe6dd25818f120a462b91117fb496ec,0,13,rebateClaimeds
0x0420924b318a0bcf4a3820bc0e6fe1c658283273b844d98787c81eaf326ea375-228,11533174,228,0x039b47ea916783f78d943d94de700a17f40ae6d4,0,0x31edcacc9a53bc8ab4be2eeb0d873409da4c4228cb2d60e4243bd3b4e8af7500,0xdf050401889e533083899829e9a5638300cdb5bb,0,13,rebateClaimeds
0x05988d57615006e5c22c3d20d9c1548f851ba88b08e79e975308c2539d137f47-108,11533174,108,0x27ac40b9198659ce99eef1890d853a40560c9425,0,0x31edcacc9a53bc8ab4be2eeb0d873409da4c4228cb2d60e4243bd3b4e8af7500,0xd27ac8ff38c29d73c465ced06871abbf0dc97762,0,13,rebateClaimeds
0x0e6d221041b1b5221414e2afe0f7fd69bf1afb33cbb28a7a74ffab4ab6ab3351-230,11533174,230,0x8e297141f9dc76f4d71741da1a1e47294cf0fde2,0,0x31edcacc9a53bc8ab4be2eeb0d873409da4c4228cb2d60e4243bd3b4e8af7500,0xf810baa096977e60f82606a96ac0047368cd05e5,0,13,rebateClaimeds
0x0e939fbbb2725aef1e8bc1d356905466fa8fc921c70a4814aee20c23dd1d55b4-103,11533174,103,0x7fd833cf8775e9c3524b8be925723345164964be,0,0x31edcacc9a53bc8ab4be2eeb0d873409da4c4228cb2d60e4243bd3b4e8af7500,0xb55a93b72d6e9412779d8b47868abb0a261e5081,0,13,rebateClaimeds
0x425a681df8bae0b1127f4ef0ff2c8b82e8fa633dc69a8a6b4e76e6f0e2cb42d0-216,11533174,216,0x4fedde33607cfda2c82a999accb427d1170987d9,0,0x31edcacc9a53bc8ab4be2eeb0d873409da4c4228cb2d60e4243bd3b4e8af7500,0x3b44a68fa675a88dd58cf002fdb935375e27310b,0,13,rebateClaimeds
