allocationID,blockNumber,epoch,id,indexer,logIndex,subgraphDeploymentID,tokens,type,isDelegator,sender,curationFees,from,rebateFees,delegator,shares,eventTime,until,indexingRewardCut,queryFeeCut,delegationFees,amount
,11572836,,0xd65d6b87233abeffd9e6673c8c58720c7a13dcbed3f8358e7955f17eb74afc44-232,0x7ab4cf25330ed7277ac7ab59380b68eea68abb0e,232,,5930405863460660934999,stakeDelegatedLockeds,,,,,,0x8ba8b916d018a489dd72d0da05a735e765590be9,5862084950196231905011,1609561852.0,46.0,,,,
,11574482,,0x79a4ea6a6fad548f2118aef1252d624032e2c36fb83c2748e223648e7c29d929-160,0x7ab4cf25330ed7277ac7ab59380b68eea68abb0e,160,,4228750000000000000000,stakeDelegateds,,,,,,0x5893b7b07402a8bcbea2f0d23aa6f3f6f0672c27,4180032919142677199166,,,,,,
,11574754,,0xdb7f0756748034fab44f3f613d36b236f524120fcf7c4ea116406ef279678f14-116,0x7ab4cf25330ed7277ac7ab59380b68eea68abb0e,116,,1798923782000000000000,stakeDelegateds,,,,,,0xa911ccf5f6c7bd5fb25188d41a536890c3c8fae5,1778199379908636137092,,,,,,
,11576460,,0x4713e7d1bba407ca61c3662964bef82540733ce6f396efa2181ad1b9503c5813-134,0x7ab4cf25330ed7277ac7ab59380b68eea68abb0e,134,,1494470641540085233628,stakeDelegatedLockeds,,,,,,0x8abac98aba75b4cf5c4e8c07d45f4c688ecb764f,1477253675041048068579,1609610117.0,47.0,,,,
,11576652,,0x56dbdd71b810bb025ac9e8a59d3b880b801a94d39b7df5b4d73c5ec80c7f4a36-224,0x7ab4cf25330ed7277ac7ab59380b68eea68abb0e,224,,170692250000000000000,stakeDelegateds,,,,,,0xc6bf41b2273a840a9db867ef4dad463b5635dcd3,168725799359747358474,,,,,,
,11577407,,0xb72b463806133e11f60aad3e2ad672502ecb18008fb66605cdc38f85ded617a0-212,0x7ab4cf25330ed7277ac7ab59380b68eea68abb0e,212,,1100814966500000000000,stakeDelegateds,,,,,,0xb6e957f28b9d23bf7134d3fed1bc1781449723c0,1088133088467027705520,,,,,,
,11578158,,0x719c27d90d8e81f357866635593f00e44f27046c7482d8289485d506182c7b5d-252,0x7ab4cf25330ed7277ac7ab59380b68eea68abb0e,252,,49954874229692910480,stakeDelegatedLockeds,,,,,,0xbfc11138f08141b0015bc2e92f90f40519e9f64d,49379371859709974486,1609631956.0,47.0,,,,
,11579421,,0x3b6284aa249dace0fba23254951634d6d76577c053d32d8d15165a26df372e8d-257,0x7ab4cf25330ed7277ac7ab59380b68eea68abb0e,257,,149250000000000000000,stakeDelegateds,,,,,,0x94f8402e33f56474af1a60f10c6fc80c1a2297ea,147530573616800371735,,,,,,
,11580166,,0x8bd89565ddc3c9c72de167f25b656010a44c4f3346efc44b86dd4be991220e76-186,0x7ab4cf25330ed7277ac7ab59380b68eea68abb0e,186,,95504737755582639661,stakeDepositeds,,,,,,,,,,,,,
0xbb18ad1ed013984dc0d7b3e2090ec3e762f9d096,11580166,20.0,0x8bd89565ddc3c9c72de167f25b656010a44c4f3346efc44b86dd4be991220e76-187,0x7ab4cf25330ed7277ac7ab59380b68eea68abb0e,187,0x31edcacc9a53bc8ab4be2eeb0d873409da4c4228cb2d60e4243bd3b4e8af7500,95504737755582639661,rebateClaimeds,,,,,,,,,,,,23876184438895659916,
