         2900107660 function calls (2375386070 primitive calls) in 2180.488 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
                                                                                  4    0.000    0.000  {built-in method builtins.hasattr}
frame.py:3868(_clear_item_cache)                                         <-       4    0.000    0.000  generic.py:5818(copy)
sre_parse.py:111(__init__)                                               <-       8    0.000    0.000  sre_parse.py:164(__getitem__)
                                                                                  3    0.000    0.000  sre_parse.py:493(_parse)
sre_parse.py:172(append)                                                 <-      10    0.000    0.000  sre_parse.py:493(_parse)
_dtype.py:24(_kind_name)                                                 <-       7    0.000    0.000  _dtype.py:321(_name_get)
missing.py:883(clean_reindex_fill_method)                                <-       1    0.000    0.000  base.py:3426(get_indexer)
base.py:4677(<setcomp>)                                                  <-       1    0.000    0.000  base.py:4652(append)
numeric.py:296(_is_all_dates)                                            <-      26    0.000    0.000  series.py:528(_set_axis)
__init__.py:164(__init__)                                                <-       1    0.000    0.000  __init__.py:68(execute)
utils.py:1(<module>)                                                     <-       1    0.000    0.000  {built-in method builtins.exec}
threading.py:82(RLock)                                                   <-       2    0.000    0.000  __init__.py:886(createLock)
{built-in method builtins.next}                                          <-       1    0.000    0.000  contextlib.py:112(__enter__)
                                                                                  1    0.000    0.000  contextlib.py:121(__exit__)
generic.py:5457(<genexpr>)                                               <-       3    0.000    0.000  {built-in method builtins.all}
managers.py:1679(is_consolidated)                                        <-      24    0.000    0.000  managers.py:599(consolidate)
construction.py:213(mgr_to_mgr)                                          <-       5    0.000    0.000  frame.py:573(__init__)
__init__.py:1359(_fixupChildren)                                         <-       1    0.000    0.000  __init__.py:1284(getLogger)
<string>:1(<lambda>)                                                     <-       1    0.000    0.000  _inspect.py:101(get_spec)
_pp.py:306(Server)                                                       <-       1    0.000    0.000  {built-in method builtins.__build_class__}
serial.py:73(SerialPool)                                                 <-       1    0.000    0.000  {built-in method builtins.__build_class__}
{built-in method numpy.asanyarray}                                       <-       2    0.000    0.000  fromnumeric.py:1718(ravel)
                                                                                  2    0.000    0.000  function_base.py:4762(append)
                                                                                  1    0.000    0.000  managers.py:833(take)
flags.py:96(__getitem__)                                                 <-       1    0.000    0.000  generic.py:2050(<dictcomp>)
sre_parse.py:224(__init__)                                               <-       1    0.000    0.000  sre_parse.py:937(parse)
{built-in method builtins.min}                                           <-       1    0.000    0.000  sre_compile.py:536(_compile_info)
                                                                                 22    0.000    0.000  sre_parse.py:174(getwidth)
blocks.py:340(shape)                                                     <-       8    0.000    0.000  managers.py:909(_verify_integrity)
cast.py:467(maybe_promote)                                               <-       2    0.000    0.000  take.py:517(_take_preprocess_indexer_and_fill_value)
series.py:1201(_clear_item_cache)                                        <-      24    0.000    0.000  generic.py:4214(_update_inplace)
_weakrefset.py:37(__init__)                                              <-       1    0.000    0.000  process.py:10(<module>)
{built-in method _imp.create_builtin}                                    <-       1    0.000    0.000  <frozen importlib._bootstrap>:220(_call_with_frames_removed)
base.py:497(_ensure_array)                                               <-       9    0.000    0.000  base.py:375(__new__)
weakref.py:365(__init__)                                                 <-       1    0.000    0.000  __init__.py:10(<module>)
_dtype.py:307(_name_includes_bit_suffix)                                 <-       7    0.000    0.000  _dtype.py:321(_name_get)
cast.py:1718(sanitize_to_nanoseconds)                                    <-       9    0.000    0.000  construction.py:671(_try_cast)
api.py:99(_get_distinct_objs)                                            <-       1    0.000    0.000  api.py:113(_get_combined_index)
__init__.py:139(policy_identity)                                         <-      16    0.000    0.000  __init__.py:158(<dictcomp>)
abstract_launcher.py:87(AbstractWorkerPool)                              <-       1    0.000    0.000  {built-in method builtins.__build_class__}
numerictypes.py:584(<listcomp>)                                          <-      10    0.000    0.000  numerictypes.py:575(_can_coerce_all)
nanops.py:346(_na_ok_dtype)                                              <-       1    0.000    0.000  nanops.py:191(_get_fill_value)
                                                                                  1    0.000    0.000  nanops.py:257(_get_values)
range.py:543(equals)                                                     <-       1    0.000    0.000  base.py:2838(union)
                                                                                  2    0.000    0.000  concat.py:481(get_result)
                                                                                  1    0.000    0.000  frame.py:3480(_getitem_bool_array)
                                                                                  1    0.000    0.000  indexing.py:2357(check_bool_indexer)
series.py:810(__array__)                                                 <-       1    0.000    0.000  {built-in method numpy.asarray}
funcs.py:50(<lambda>)                                                    <-       2    0.000    0.000  simulation.py:1(<module>)
sre_compile.py:492(_get_charset_prefix)                                  <-       1    0.000    0.000  sre_compile.py:536(_compile_info)
{built-in method numpy.geterrobj}                                        <-       6    0.000    0.000  _ufunc_config.py:32(seterr)
                                                                                  6    0.000    0.000  _ufunc_config.py:131(geterr)
{pandas._libs.lib.is_integer}                                            <-      24    0.000    0.000  managers.py:1015(iset)
                                                                                  3    0.000    0.000  range.py:945(<genexpr>)
base.py:725(is_)                                                         <-       6    0.000    0.000  base.py:4729(equals)
contextlib.py:86(__init__)                                               <-       1    0.000    0.000  contextlib.py:242(helper)
__init__.py:193(_checkLevel)                                             <-       2    0.000    0.000  __init__.py:857(__init__)
                                                                                  2    0.000    0.000  __init__.py:1404(__init__)
                                                                                  2    0.000    0.000  __init__.py:1417(setLevel)
pool.py:742(ApplyResult)                                                 <-       1    0.000    0.000  {built-in method builtins.__build_class__}
weakref.py:287(update)                                                   <-       1    0.000    0.000  weakref.py:105(__init__)
{built-in method _collections._count_elements}                           <-       2    0.000    0.000  __init__.py:649(update)
nanops.py:191(_get_fill_value)                                           <-       1    0.000    0.000  nanops.py:257(_get_values)
generic.py:3834(_set_is_copy)                                            <-       1    0.000    0.000  generic.py:3617(_take_with_is_copy)
reduction.py:36(ForkingPickler)                                          <-       1    0.000    0.000  {built-in method builtins.__build_class__}
{method 'replace' of 'str' objects}                                      <-       9    0.000    0.000  <frozen importlib._bootstrap_external>:167(_path_isabs)
                                                                                  8    0.000    0.000  <frozen zipimport>:63(__init__)
                                                                                  1    0.000    0.000  ntpath.py:124(splitdrive)
                                                                                  1    0.000    0.000  ntpath.py:450(normpath)
__init__.py:65(<listcomp>)                                               <-       1    0.000    0.000  __init__.py:54(flattenDict)
reduction.py:46(register)                                                <-       2    0.000    0.000  connection.py:10(<module>)
                                                                                  5    0.000    0.000  reduction.py:10(<module>)
ntpath.py:124(splitdrive)                                                <-       1    0.000    0.000  ntpath.py:450(normpath)
dispatch.py:11(should_extension_dispatch)                                <-       1    0.000    0.000  array_ops.py:229(comparison_op)
range.py:449(__iter__)                                                   <-      18    0.000    0.000  construction.py:463(sanitize_array)
__init__.py:771(__init__)                                                <-       2    0.000    0.000  __init__.py:857(__init__)
                                                                                  2    0.000    0.000  __init__.py:1404(__init__)
cProfile.py:50(create_stats)                                             <-       1    0.000    0.000  pstats.py:136(load_stats)
reduction.py:254(AbstractReducer)                                        <-       1    0.000    0.000  {built-in method builtins.__build_class__}
tunnel.py:48(Tunnel)                                                     <-       1    0.000    0.000  {built-in method builtins.__build_class__}
_collections_abc.py:409(__subclasshook__)                                <-      14    0.000    0.000  {built-in method _abc._abc_subclasscheck}
inference.py:294(is_named_tuple)                                         <-       5    0.000    0.000  construction.py:467(nested_data_to_arrays)
base.py:1500(_get_names)                                                 <-       2    0.000    0.000  base.py:1467(_validate_names)
range.py:347(dtype)                                                      <-       2    0.000    0.000  base.py:2838(union)
                                                                                  1    0.000    0.000  base.py:4729(equals)
generic.py:652(ndim)                                                     <-       3    0.000    0.000  concat.py:315(__init__)
                                                                                  1    0.000    0.000  concat.py:541(_get_result_dim)
                                                                                  4    0.000    0.000  generic.py:6186(fillna)
connection.py:18(Listener)                                               <-       1    0.000    0.000  {built-in method builtins.__build_class__}
contextlib.py:121(__exit__)                                              <-       1    0.000    0.000  range.py:434(take)
_ufunc_config.py:425(__init__)                                           <-       1    0.000    0.000  range.py:881(_arith_method)
                                                                                  1    0.000    0.000  series.py:4358(_reduce)
                                                                                  1    0.000    0.000  series.py:5491(_cmp_method)
take.py:301(_get_take_nd_function)                                       <-       2    0.000    0.000  take.py:111(_take_nd_ndarray)
construction.py:778(is_empty_data)                                       <-       1    0.000    0.000  series.py:315(__init__)
base.py:220(disallow_kwargs)                                             <-       9    0.000    0.000  base.py:375(__new__)
<frozen importlib._bootstrap>:241(_requires_builtin_wrapper)             <-       1    0.000    0.000  <frozen importlib._bootstrap>:415(spec_from_loader)
{method 'get' of 'mappingproxy' objects}                                 <-       5    0.000    0.000  copyreg.py:103(_slotnames)
{method 'upper' of 'str' objects}                                        <-       6    0.000    0.000  _asarray.py:111(<setcomp>)
{method 'transpose' of 'numpy.ndarray' objects}                          <-       2    0.000    0.000  index_tricks.py:323(__getitem__)
                                                                                  2    0.000    0.000  managers.py:1404(as_array)
common.py:1035(is_numeric_v_string_like)                                 <-       1    0.000    0.000  array_ops.py:229(comparison_op)
missing.py:140(dispatch_fill_zeros)                                      <-       1    0.000    0.000  array_ops.py:138(_na_arithmetic_op)
base.py:4686(<listcomp>)                                                 <-       1    0.000    0.000  base.py:4682(_concat)
frame.py:3832(_ensure_valid_index)                                       <-       1    0.000    0.000  frame.py:4484(_sanitize_column)
connection.py:356(Connection)                                            <-       1    0.000    0.000  {built-in method builtins.__build_class__}
__init__.py:100(Value)                                                   <-       1    0.000    0.000  {built-in method builtins.__build_class__}
{method 'find' of 'bytearray' objects}                                   <-       8    0.000    0.000  sre_compile.py:276(_optimize_charset)
{method 'tolist' of 'numpy.ndarray' objects}                             <-       2    0.000    0.000  __init__.py:188(no_update_handler)
{method 'add' of 'pandas._libs.internals.BlockPlacement' objects}        <-       2    0.000    0.000  concat.py:645(_combine_concat_plans)
__init__.py:145(state_identity)                                          <-       8    0.000    0.000  __init__.py:158(<dictcomp>)
{method 'setter' of 'property' objects}                                  <-       1    0.000    0.000  __init__.py:100(Value)
                                                                                  1    0.000    0.000  context.py:30(BaseContext)
                                                                                  3    0.000    0.000  process.py:71(BaseProcess)
base.py:5341(_index_as_unique)                                           <-       1    0.000    0.000  base.py:3426(get_indexer)
                                                                                  1    0.000    0.000  base.py:5262(get_indexer_for)
managers.py:219(is_single_block)                                         <-       2    0.000    0.000  concat.py:235(_get_mgr_concatenation_plan)
                                                                                  2    0.000    0.000  managers.py:1404(as_array)
hosts.py:10(<module>)                                                    <-       1    0.000    0.000  {built-in method builtins.exec}
util.py:182(Finalize)                                                    <-       1    0.000    0.000  {built-in method builtins.__build_class__}
_pp.py:151(_Worker)                                                      <-       1    0.000    0.000  {built-in method builtins.__build_class__}
__init__.py:23(find_module)                                              <-       1    0.000    0.000  <frozen importlib._bootstrap>:892(_find_spec_legacy)
{built-in method _sre.compile}                                           <-       1    0.000    0.000  sre_compile.py:759(compile)
{pandas._libs.lib.is_iterator}                                           <-       1    0.000    0.000  base.py:375(__new__)
                                                                                  6    0.000    0.000  base.py:6280(ensure_index)
_internal.py:863(npy_ctypes_check)                                       <-       1    0.000    0.000  common.py:1744(pandas_dtype)
base.py:425(find)                                                        <-       1    0.000    0.000  common.py:1744(pandas_dtype)
numeric.py:176(_validate_dtype)                                          <-       6    0.000    0.000  range.py:105(__new__)
util.py:108(_platform_supports_abstract_sockets)                         <-       1    0.000    0.000  util.py:10(<module>)
connection.py:440(Listener)                                              <-       1    0.000    0.000  {built-in method builtins.__build_class__}
connection.py:36(Pipe)                                                   <-       1    0.000    0.000  {built-in method builtins.__build_class__}
enum.py:670(__new__)                                                     <-       2    0.000    0.000  enum.py:358(__call__)
sre_parse.py:81(groups)                                                  <-       2    0.000    0.000  sre_compile.py:759(compile)
                                                                                  4    0.000    0.000  sre_parse.py:84(opengroup)
{built-in method pandas._libs.missing.checknull}                         <-       2    0.000    0.000  missing.py:144(_isna)
frame.py:780(axes)                                                       <-       2    0.000    0.000  concat.py:481(get_result)
                                                                                  2    0.000    0.000  concat.py:598(<listcomp>)
pp_helper.py:136(MapResult)                                              <-       1    0.000    0.000  {built-in method builtins.__build_class__}
util.py:385(ForkAwareLocal)                                              <-       1    0.000    0.000  {built-in method builtins.__build_class__}
sre_parse.py:168(__setitem__)                                            <-       8    0.000    0.000  sre_parse.py:493(_parse)
config.py:194(__init__)                                                  <-       1    0.000    0.000  config.py:210(__getattr__)
base.py:2410(_is_multi)                                                  <-       1    0.000    0.000  base.py:3516(_check_indexing_method)
range.py:945(<genexpr>)                                                  <-       4    0.000    0.000  {built-in method builtins.all}
concat.py:324(__init__)                                                  <-       2    0.000    0.000  concat.py:235(_get_mgr_concatenation_plan)
connection.py:647(PipeListener)                                          <-       1    0.000    0.000  {built-in method builtins.__build_class__}
sre_compile.py:65(_combine_flags)                                        <-       2    0.000    0.000  sre_compile.py:71(_compile)
                                                                                  1    0.000    0.000  sre_compile.py:461(_get_literal_prefix)
                                                                                  1    0.000    0.000  sre_compile.py:492(_get_charset_prefix)
{method 'pop' of 'list' objects}                                         <-       9    0.000    0.000  execution.py:34(<lambda>)
{method 'astype' of 'numpy.ndarray' objects}                             <-       1    0.000    0.000  construction.py:671(_try_cast)
                                                                                  1    0.000    0.000  managers.py:2011(_fast_count_smallints)
concat.py:120(<genexpr>)                                                 <-       3    0.000    0.000  {built-in method builtins.any}
frame.py:564(_constructor)                                               <-       1    0.000    0.000  concat.py:481(get_result)
                                                                                  1    0.000    0.000  generic.py:3518(take)
                                                                                  4    0.000    0.000  generic.py:5818(copy)
__init__.py:59(__init__)                                                 <-       1    0.000    0.000  run.py:5(run)
server.py:28(Server)                                                     <-       1    0.000    0.000  {built-in method builtins.__build_class__}
pool.py:918(ThreadPool)                                                  <-       1    0.000    0.000  {built-in method builtins.__build_class__}
connection.py:276(PipeConnection)                                        <-       1    0.000    0.000  {built-in method builtins.__build_class__}
sre_parse.py:76(__init__)                                                <-       1    0.000    0.000  sre_parse.py:937(parse)
missing.py:381(array_equivalent)                                         <-       1    0.000    0.000  base.py:4729(equals)
_pp.py:93(_Task)                                                         <-       1    0.000    0.000  {built-in method builtins.__build_class__}
mp_helper.py:8(<module>)                                                 <-       1    0.000    0.000  {built-in method builtins.exec}
typing.py:200(<listcomp>)                                                <-       7    0.000    0.000  typing.py:189(_collect_type_vars)
base.py:774(<lambda>)                                                    <-       1    0.000    0.000  base.py:2018(is_unique)
                                                                                  5    0.000    0.000  base.py:4537(__contains__)
concat.py:541(_get_result_dim)                                           <-       1    0.000    0.000  concat.py:547(_get_new_axes)
__init__.py:28(ExecutionContext)                                         <-       1    0.000    0.000  {built-in method builtins.__build_class__}
simulation.py:13(__init__)                                               <-       1    0.000    0.000  __init__.py:68(execute)
process.py:358(_ParentProcess)                                           <-       1    0.000    0.000  {built-in method builtins.__build_class__}
transport.py:60(Transport)                                               <-       1    0.000    0.000  {built-in method builtins.__build_class__}
auto.py:50(Discover)                                                     <-       1    0.000    0.000  {built-in method builtins.__build_class__}
codecs.py:186(__init__)                                                  <-       1    0.000    0.000  {built-in method io.open}
sre_compile.py:595(isstring)                                             <-       1    0.000    0.000  re.py:289(_compile)
                                                                                  1    0.000    0.000  sre_compile.py:759(compile)
multiarray.py:148(concatenate)                                           <-       5    0.000    0.000  <__array_function__ internals>:2(concatenate)
{method 'acquire' of '_thread.RLock' objects}                            <-       8    0.000    0.000  __init__.py:218(_acquireLock)
{method 'release' of '_thread.RLock' objects}                            <-       8    0.000    0.000  __init__.py:227(_releaseLock)
{method 'clear' of 'dict' objects}                                       <-      11    0.000    0.000  __init__.py:1372(_clear_cache)
                                                                                  4    0.000    0.000  frame.py:3868(_clear_item_cache)
{pandas._libs.algos.ensure_platform_int}                                 <-       1    0.000    0.000  base.py:950(take)
                                                                                  1    0.000    0.000  base.py:3488(_get_indexer)
                                                                                  2    0.000    0.000  take.py:111(_take_nd_ndarray)
                                                                                  2    0.000    0.000  take.py:517(_take_preprocess_indexer_and_fill_value)
fromnumeric.py:70(<dictcomp>)                                            <-       1    0.000    0.000  fromnumeric.py:69(_wrapreduction)
config.py:595(_get_registered_option)                                    <-       1    0.000    0.000  config.py:122(_set_option)
config.py:860(is_callable)                                               <-       1    0.000    0.000  config.py:815(<genexpr>)
base.py:3300(_assert_can_do_setop)                                       <-       1    0.000    0.000  base.py:2838(union)
info.py:2(<module>)                                                      <-       1    0.000    0.000  {built-in method builtins.exec}
context.py:226(DefaultContext)                                           <-       1    0.000    0.000  {built-in method builtins.__build_class__}
__init__.py:34(DummyProcess)                                             <-       1    0.000    0.000  {built-in method builtins.__build_class__}
copier.py:42(Copier)                                                     <-       1    0.000    0.000  {built-in method builtins.__build_class__}
sre_parse.py:921(fix_flags)                                              <-       1    0.000    0.000  sre_parse.py:937(parse)
{built-in method nt._getfullpathname}                                    <-       1    0.000    0.000  ntpath.py:524(abspath)
base.py:484(<genexpr>)                                                   <-       1    0.000    0.000  base.py:375(__new__)
                                                                                  1    0.000    0.000  {built-in method builtins.all}
concat.py:99(is_nonempty)                                                <-       2    0.000    0.000  concat.py:110(<listcomp>)
managers.py:1913(<lambda>)                                               <-       8    0.000    0.000  managers.py:1906(_multi_blockify)
common.py:97(portnumber)                                                 <-       1    0.000    0.000  {built-in method builtins.__build_class__}
connection.py:51(Connection)                                             <-       1    0.000    0.000  {built-in method builtins.__build_class__}
{built-in method time.time}                                              <-       2    0.000    0.000  __init__.py:68(execute)
numerictypes.py:651(<listcomp>)                                          <-       1    0.000    0.000  numerictypes.py:599(find_common_type)
base.py:800(__array__)                                                   <-       1    0.000    0.000  {built-in method numpy.asarray}
base.py:818(dtype)                                                       <-       1    0.000    0.000  base.py:2218(is_object)
                                                                                  1    0.000    0.000  base.py:3516(_check_indexing_method)
                                                                                  1    0.000    0.000  base.py:4729(equals)
                                                                                  1    0.000    0.000  base.py:6445(unpack_nested_dtype)
blocks.py:221(get_values)                                                <-       2    0.000    0.000  managers.py:1404(as_array)
__init__.py:18(ExecutionMode)                                            <-       1    0.000    0.000  {built-in method builtins.__build_class__}
__init__.py:29(__init__)                                                 <-       1    0.000    0.000  run.py:5(run)
context.py:203(reducer)                                                  <-       1    0.000    0.000  {built-in method builtins.getattr}
pool.py:80(MaybeEncodingError)                                           <-       1    0.000    0.000  {built-in method builtins.__build_class__}
pool.py:150(_PoolCache)                                                  <-       1    0.000    0.000  {built-in method builtins.__build_class__}
pool.py:834(IMapIterator)                                                <-       1    0.000    0.000  {built-in method builtins.__build_class__}
util.py:368(ForkAwareThreadLock)                                         <-       1    0.000    0.000  {built-in method builtins.__build_class__}
transport.py:132(PipeTransport)                                          <-       1    0.000    0.000  {built-in method builtins.__build_class__}
_collections_abc.py:315(__subclasshook__)                                <-       3    0.000    0.000  {built-in method _abc._abc_subclasscheck}
threading.py:1338(current_thread)                                        <-       1    0.000    0.000  __init__.py:10(<module>)
{built-in method builtins.hex}                                           <-       1    0.000    0.000  parallel.py:15(<module>)
                                                                                  1    0.000    0.000  serial.py:8(<module>)
function.py:49(__call__)                                                 <-       1    0.000    0.000  generic.py:3518(take)
                                                                                  1    0.000    0.000  generic.py:10315(_stat_function)
range.py:287(step)                                                       <-       1    0.000    0.000  range.py:179(_data)
                                                                                  1    0.000    0.000  range.py:881(_arith_method)
__init__.py:29(<lambda>)                                                 <-       2    0.000    0.000  __init__.py:28(configs_as_spec)
context.py:229(__init__)                                                 <-       1    0.000    0.000  context.py:1(<module>)
_pp.py:203(_RWorker)                                                     <-       1    0.000    0.000  {built-in method builtins.__build_class__}
transport.py:94(CTransport)                                              <-       1    0.000    0.000  {built-in method builtins.__build_class__}
transport.py:211(SocketTransport)                                        <-       1    0.000    0.000  {built-in method builtins.__build_class__}
__main__.py:72(_WorkerProcess)                                           <-       1    0.000    0.000  {built-in method builtins.__build_class__}
__init__.py:82(Namespace)                                                <-       1    0.000    0.000  {built-in method builtins.__build_class__}
abstract_launcher.py:61(AbstractPipeConnection)                          <-       1    0.000    0.000  {built-in method builtins.__build_class__}
inspect.py:511(_is_wrapper)                                              <-       1    0.000    0.000  inspect.py:494(unwrap)
six.py:194(find_spec)                                                    <-       1    0.000    0.000  <frozen importlib._bootstrap>:901(_find_spec)
common.py:178(not_none)                                                  <-       1    0.000    0.000  concat.py:315(__init__)
concat.py:116(<genexpr>)                                                 <-       2    0.000    0.000  {built-in method builtins.any}
range.py:241(start)                                                      <-       1    0.000    0.000  range.py:179(_data)
                                                                                  1    0.000    0.000  range.py:881(_arith_method)
range.py:264(stop)                                                       <-       1    0.000    0.000  range.py:179(_data)
                                                                                  1    0.000    0.000  range.py:881(_arith_method)
__init__.py:1224(__init__)                                               <-       1    0.000    0.000  __init__.py:1335(_fixupParents)
__init__.py:51(<lambda>)                                                 <-       1    0.000    0.000  __init__.py:49(configs_as_dicts)
rules.py:5(rules)                                                        <-       1    0.000    0.000  heuristic_agent.py:9(__init__)
context.py:322(SpawnProcess)                                             <-       1    0.000    0.000  {built-in method builtins.__build_class__}
reduction.py:107(DupHandle)                                              <-       1    0.000    0.000  {built-in method builtins.__build_class__}
connection.py:587(SocketListener)                                        <-       1    0.000    0.000  {built-in method builtins.__build_class__}
sre_compile.py:453(_get_iscased)                                         <-       2    0.000    0.000  sre_compile.py:461(_get_literal_prefix)
                                                                                  1    0.000    0.000  sre_compile.py:492(_get_charset_prefix)
{method 'appendleft' of 'collections.deque' objects}                     <-       1    0.000    0.000  simulation.py:207(simulation)
common.py:182(<genexpr>)                                                 <-       3    0.000    0.000  concat.py:315(__init__)
concat.py:115(<setcomp>)                                                 <-       1    0.000    0.000  concat.py:78(concat_compat)
concat.py:119(<setcomp>)                                                 <-       1    0.000    0.000  concat.py:78(concat_compat)
api.py:257(<setcomp>)                                                    <-       1    0.000    0.000  api.py:236(_sanitize_and_check)
connection.py:44(PipeException)                                          <-       1    0.000    0.000  {built-in method builtins.__build_class__}
context.py:220(Process)                                                  <-       1    0.000    0.000  {built-in method builtins.__build_class__}
process.py:391(_MainProcess)                                             <-       1    0.000    0.000  {built-in method builtins.__build_class__}
pool.py:57(RemoteTraceback)                                              <-       1    0.000    0.000  {built-in method builtins.__build_class__}
pool.py:791(MapResult)                                                   <-       1    0.000    0.000  {built-in method builtins.__build_class__}
tunnel.py:44(TunnelException)                                            <-       1    0.000    0.000  {built-in method builtins.__build_class__}
{method 'disable' of '_lsprof.Profiler' objects}                         <-       1    0.000    0.000  cProfile.py:50(create_stats)
{built-in method atexit.register}                                        <-       1    0.000    0.000  util.py:10(<module>)
{built-in method _operator.add}                                          <-       2    0.000    0.000  range.py:881(_arith_method)
{method 'remove' of 'list' objects}                                      <-       2    0.000    0.000  _decorators.py:214(_format_argument_list)
fromnumeric.py:3127(ndim)                                                <-       2    0.000    0.000  {built-in method numpy.core._multiarray_umath.implement_array_function}
generic.py:2044(<dictcomp>)                                              <-       1    0.000    0.000  generic.py:2042(__getstate__)
__init__.py:13(__init__)                                                 <-       1    0.000    0.000  __init__.py:68(execute)
process.py:343(AuthenticationString)                                     <-       1    0.000    0.000  {built-in method builtins.__build_class__}
reduction.py:214(_C)                                                     <-       1    0.000    0.000  {built-in method builtins.__build_class__}
pool.py:63(ExceptionWithTraceback)                                       <-       1    0.000    0.000  {built-in method builtins.__build_class__}
connection.py:795(XmlListener)                                           <-       1    0.000    0.000  {built-in method builtins.__build_class__}
_pp.py:269(Template)                                                     <-       1    0.000    0.000  {built-in method builtins.__build_class__}
copier.py:35(FileNotFound)                                               <-       1    0.000    0.000  {built-in method builtins.__build_class__}
__init__.py:145(_DType_reduce)                                           <-       1    0.000    0.000  {built-in method _pickle.dump}
{built-in method nt.getcwd}                                              <-       1    0.000    0.000  process.py:10(<module>)
{built-in method _imp.exec_dynamic}                                      <-       1    0.000    0.000  <frozen importlib._bootstrap>:220(_call_with_frames_removed)
fromnumeric.py:3123(_ndim_dispatcher)                                    <-       2    0.000    0.000  <__array_function__ internals>:2(ndim)
function_base.py:4758(_append_dispatcher)                                <-       2    0.000    0.000  <__array_function__ internals>:2(append)
_exceptions.py:8(rewrite_exception)                                      <-       2    0.000    0.000  {built-in method builtins.next}
base.py:966(_maybe_disallow_fill)                                        <-       1    0.000    0.000  base.py:950(take)
__init__.py:238(_register_at_fork_reinit_lock)                           <-       2    0.000    0.000  __init__.py:886(createLock)
__init__.py:44(<lambda>)                                                 <-       1    0.000    0.000  __init__.py:42(configs_as_objs)
context.py:14(ProcessError)                                              <-       1    0.000    0.000  {built-in method builtins.__build_class__}
context.py:329(SpawnContext)                                             <-       1    0.000    0.000  {built-in method builtins.__build_class__}
pool.py:903(IMapUnorderedIterator)                                       <-       1    0.000    0.000  {built-in method builtins.__build_class__}
_pp.py:257(_Statistics)                                                  <-       1    0.000    0.000  {built-in method builtins.__build_class__}
numerictypes.py:652(<listcomp>)                                          <-       1    0.000    0.000  numerictypes.py:599(find_common_type)
fromnumeric.py:1714(_ravel_dispatcher)                                   <-       2    0.000    0.000  <__array_function__ internals>:2(ravel)
missing.py:102(clean_fill_method)                                        <-       1    0.000    0.000  missing.py:883(clean_reindex_fill_method)
base.py:2830(_validate_sort_keyword)                                     <-       1    0.000    0.000  base.py:2838(union)
concat.py:615(_maybe_check_integrity)                                    <-       1    0.000    0.000  concat.py:564(_get_concat_axis)
funcs.py:48(<lambda>)                                                    <-       1    0.000    0.000  simulation.py:1(<module>)
context.py:20(TimeoutError)                                              <-       1    0.000    0.000  {built-in method builtins.__build_class__}
context.py:23(AuthenticationError)                                       <-       1    0.000    0.000  {built-in method builtins.__build_class__}
transport.py:277(CPipeTransport)                                         <-       1    0.000    0.000  {built-in method builtins.__build_class__}
transport.py:281(CSocketTransport)                                       <-       1    0.000    0.000  {built-in method builtins.__build_class__}
multiarray.py:883(bincount)                                              <-       1    0.000    0.000  <__array_function__ internals>:2(bincount)
fromnumeric.py:2928(_prod_dispatcher)                                    <-       1    0.000    0.000  <__array_function__ internals>:2(prod)
base.py:5453(_is_comparable_dtype)                                       <-       1    0.000    0.000  base.py:5435(_should_compare)
context.py:17(BufferTooShort)                                            <-       1    0.000    0.000  {built-in method builtins.__build_class__}
_pp.py:883(DestroyedServerError)                                         <-       1    0.000    0.000  {built-in method builtins.__build_class__}
<frozen importlib._bootstrap>:782(is_package)                            <-       1    0.000    0.000  <frozen importlib._bootstrap>:241(_requires_builtin_wrapper)
{function FrozenList.__getitem__ at 0x000001D285492820}                  <-       1    0.000    0.000  frozen.py:67(__getitem__)
{method 'lstrip' of 'str' objects}                                       <-       1    0.000    0.000  ntpath.py:450(normpath)
{built-in method builtins.globals}                                       <-       1    0.000    0.000  __init__.py:15(<module>)
                                                                                  1    0.000    0.000  context.py:203(reducer)
{built-in method sys.getrecursionlimit}                                  <-       1    0.000    0.000  inspect.py:494(unwrap)


   Ordered by: cumulative time

Function                                                                 called...
                                                                             ncalls  tottime  cumtime
run.py:5(run)                                                            ->       1    0.000    0.000  __init__.py:29(__init__)
                                                                                  1    0.000    0.000  __init__.py:59(__init__)
                                                                                  1    0.000 2178.969  __init__.py:68(execute)
                                                                                  1    0.000    0.000  common.py:54(new_method)
                                                                                  1    0.000    0.080  frame.py:573(__init__)
                                                                                  2    0.000    0.001  frame.py:3418(__getitem__)
                                                                                  1    0.000    0.000  generic.py:5464(__getattr__)
                                                                                  1    0.000    0.000  generic.py:10797(max)
__init__.py:68(execute)                                                  ->       1    0.000    0.000  __init__.py:13(__init__)
                                                                                  1    0.000    0.000  __init__.py:42(configs_as_objs)
                                                                                  1    0.000    0.000  __init__.py:49(configs_as_dicts)
                                                                                  1    0.000    0.009  __init__.py:115(get_final_results)
                                                                                  1    0.000    0.000  __init__.py:164(__init__)
                                                                                  1    0.000    0.006  __init__.py:185(generate_config)
                                                                                  1    0.000    0.001  execution.py:4(print_exec_info)
                                                                                  1    0.001 2178.951  execution.py:112(local_simulations)
                                                                                  1    0.000    0.000  simulation.py:13(__init__)
                                                                                  2    0.000    0.000  {built-in method builtins.len}
                                                                                  2    0.001    0.001  {built-in method builtins.print}
                                                                                  2    0.000    0.000  {built-in method time.time}
